lengths,mmi_singles,mmi_singles_err
2,7.754503669680773e-05,1.2659748444277839e-05
4,0.010135255510368386,0.001486146306430509
10,0.030048911128336835,0.0053927055010612075
14,0.026559742406554326,0.00580487579202892
20,0.016537508434015424,0.0035959968946227953
30,0.006601196730915582,0.0020848785336531343
50,0.0005196127153267394,0.0004098554004427325
100,7.489169968099408e-05,1.739591872577063e-05
