lengths,mmi_singles,mmi_singles_err
2,7.728423904484325e-05,9.92371487708002e-06
4,0.011053956633297989,0.0015722176443476118
10,0.01717577042168015,0.003595582561745335
14,0.009599684232148778,0.0030686035634767293
20,0.003058695755301712,0.0009849872128511732
30,0.0006404052684845119,0.0003897974124317016
50,7.924391685708704e-05,1.673035173787777e-05
100,7.065844199318526e-05,1.8957830613161372e-05
