lengths,mmi_singles,mmi_singles_err
2,3.9260297789158384e-05,9.101793942428573e-06
4,0.004587445940118548,0.0006638332198558545
10,0.024866427940473994,0.003795887992259193
14,0.03331684187664462,0.005003654901561415
20,0.04443572005657742,0.007714694981343669
30,0.05386274860689717,0.00523542484131295
50,0.03330837961674004,0.007503498823424427
100,0.0021103346496515823,0.0015744444142962207
