lengths,mmi_paired,mmi_paired_err,mmi_unpaired,mmi_unpaired_err,mmi_singles,mmi_singles_err
2,0.030106909202631007,0.0036747318591001834,8.524043731198085e-05,2.910665991864027e-05,6.42886067667653e-05,3.357349830287134e-05
4,0.06068701085793761,0.01501263150231166,0.0017903974396710637,0.0014962963878473727,0.0012733065102489686,0.001375645659237074
10,0.13548482596839348,0.0505770302530584,0.015034294122668736,0.011499325053315287,0.011561026473932926,0.01014196656275325
20,0.15672920799184153,0.08947105596261717,0.027504739074689828,0.01294883906989842,0.02504049509110893,0.011878027245516395
50,0.03275074531109444,0.035380799760881466,0.008230417558868556,0.002252818405691028,0.009190055014011655,0.0028712168127757605
100,0.0003328898668007256,0.0003192465067291977,0.00017791817264776525,6.544841894845133e-05,0.00015736016693171132,7.620167578096153e-05
