lengths,mmi_paired,mmi_paired_err,mmi_unpaired,mmi_unpaired_err,mmi_singles,mmi_singles_err
2,0.506191255077778,0.010873790458062338,7.286905355247337e-05,2.8969373244745874e-05,5.808442774196814e-05,3.550243076783821e-05
4,0.48674589437471943,0.015211291313306704,0.0003939558589874079,0.000340523339054659,0.002162288672519589,0.003605940772659079
10,0.4270810820974199,0.04395301521523011,0.0033045195598001126,0.0022330684360988237,0.014465474998683822,0.015084706467837541
20,0.236602584179539,0.08769527605814907,0.011037156704244655,0.004976961711698142,0.029119049822806255,0.014402475852184049
50,0.030411136512638565,0.02464983554745546,0.004281143097315406,0.0025045919365913666,0.014450936702488726,0.019785833129578902
100,0.00039445812035108173,0.0002665665454634275,0.00011367213699014008,3.029302635274675e-05,0.000217903988768832,0.00010320227891678738
